LEANM,SEARCH PARAMS,URL,WGET INDEX,ADDRESS,SCHOOL ID,RDM #,WAYBACK URL,LEVEL,SURVYEAR,NCESSCH,FIPST,LEAID,SCHNO,STID,SEASCH,LEANM,SCHNAM,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,STATUS,UNION,ULOCAL,LATCOD,LONCOD,CONUM,CONAME,CDCODE,BIES,RECONSTY,RECONSTF,SMEMPUP,ISMEMPUP,SFTEPUP,ISFTEPUP,SFLE,ISFLE,SPFEMALE,ISPFEMALE,SPWHITE,ISPWHITE,SPELM,ISPELM,FTE,GSLO,GSHI,PKOFFRD,KGOFFRD,G01OFFRD,G02OFFRD,G03OFFRD,G04OFFRD,G05OFFRD,G06OFFRD,G07OFFRD,G08OFFRD,G09OFFRD,G10OFFRD,G11OFFRD,G12OFFRD,UGOFFRD,LEVEL,TITLEISTAT,TITLEI,STITLI,MAGNET,CHARTR,SHARED,FRELCH,REDLCH,TOTFRL,PK,AMPKM,AMPKF,ASPKM,ASPKF,HIPKM,HIPKF,BLPKM,BLPKF,WHPKM,WHPKF,HPPKM,HPPKF,TRPKM,TRPKF,KG,AMKGM,AMKGF,ASKGM,ASKGF,HIKGM,HIKGF,BLKGM,BLKGF,WHKGM,WHKGF,HPKGM,HPKGF,TRKGM,TRKGF,G01,AM01M,AM01F,AS01M,AS01F,HI01M,HI01F,BL01M,BL01F,WH01M,WH01F,HP01M,HP01F,TR01M,TR01F,G02,AM02M,AM02F,AS02M,AS02F,HI02M,HI02F,BL02M,BL02F,WH02M,WH02F,HP02M,HP02F,TR02M,TR02F,G03,AM03M,AM03F,AS03M,AS03F,HI03M,HI03F,BL03M,BL03F,WH03M,WH03F,HP03M,HP03F,TR03M,TR03F,G04,AM04M,AM04F,AS04M,AS04F,HI04M,HI04F,BL04M,BL04F,WH04M,WH04F,HP04M,HP04F,TR04M,TR04F,G05,AM05M,AM05F,AS05M,AS05F,HI05M,HI05F,BL05M,BL05F,WH05M,WH05F,HP05M,HP05F,TR05M,TR05F,G06,AM06M,AM06F,AS06M,AS06F,HI06M,HI06F,BL06M,BL06F,WH06M,WH06F,HP06M,HP06F,TR06M,TR06F,G07,AM07M,AM07F,AS07M,AS07F,HI07M,HI07F,BL07M,BL07F,WH07M,WH07F,HP07M,HP07F,TR07M,TR07F,G08,AM08M,AM08F,AS08M,AS08F,HI08M,HI08F,BL08M,BL08F,WH08M,WH08F,HP08M,HP08F,TR08M,TR08F,G09,AM09M,AM09F,AS09M,AS09F,HI09M,HI09F,BL09M,BL09F,WH09M,WH09F,HP09M,HP09F,TR09M,TR09F,G10,AM10M,AM10F,AS10M,AS10F,HI10M,HI10F,BL10M,BL10F,WH10M,WH10F,HP10M,HP10F,TR10M,TR10F,G11,AM11M,AM11F,AS11M,AS11F,HI11M,HI11F,BL11M,BL11F,WH11M,WH11F,HP11M,HP11F,TR11M,TR11F,G12,AM12M,AM12F,AS12M,AS12F,HI12M,HI12F,BL12M,BL12F,WH12M,WH12F,HP12M,HP12F,TR12M,TR12F,UG,AMUGM,AMUGF,ASUGM,ASUGF,HIUGM,HIUGF,BLUGM,BLUGF,WHUGM,WHUGF,HPUGM,HPUGF,TRUGM,TRUGF,MEMBER,AM,AMALM,AMALF,ASIAN,ASALM,ASALF,HISP,HIALM,HIALF,BLACK,BLALM,BLALF,WHITE,WHALM,WHALF,PACIFIC,HPALM,HPALF,TR,TRALM,TRALF,TOTETH,VIRTUALSTAT,NSLPSTATUS,CHARTAUTH1,CHARTAUTH2
LOS ANGELES UNIFIED,"ANIMO WESTSIDE CHARTER MIDDLE 7615 COWAN AVE, LOS ANGELES, CA",http://ca.greendot.org/westside/,165,"7615 COWAN AVE, LOS ANGELES, CA",CA122499,0.363176043,https://web.archive.org/web/*/http://www.greendot.org/,2,2013,62271012631,6,622710,12631,1964733,122499,LOS ANGELES UNIFIED,ANIMO WESTSIDE CHARTER MIDDLE,3235653251,"1149 S. HILL ST., STE. 600",LOS ANGELES,CA,90015,0,7615 COWAN AVE,LOS ANGELES,CA,90045,0,1,1,0,11,33.9727,-118.4061,6037,LOS ANGELES COUNTY,643,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,17.2,6,8,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,5,1,1,2,1,M,172,48,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,101,0,0,0,0,15,21,7,3,3,2,0,0,28,22,137,0,1,1,1,36,29,17,12,2,0,0,0,22,16,113,0,0,1,0,32,25,21,16,1,4,0,1,9,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,351,1,0,1,3,2,1,158,83,75,76,45,31,12,6,6,1,0,1,100,59,41,351,N,NSLPNO,622710,M
C.M. GRANT LEADERSHIP ACADEMY,"C.M. GRANT LEADERSHIP ACADEMY 2030 LEONARD AVE, COLUMBUS, OH",http://www.grantleadership.com/,166,"2030 LEONARD AVE, COLUMBUS, OH",OH9163,0.646191114,https://web.archive.org/web/*/http://www.grantleadership.com/,1,2013,3.90E+11,39,3901317,5435,9163,9163,C.M. GRANT LEADERSHIP ACADEMY,C.M. GRANT LEADERSHIP ACADEMY,6142522087,2030 LEONARD AVE,COLUMBUS,OH,43219,2105,2030 LEONARD AVE,COLUMBUS,OH,43219,2105,1,1,0,11,39.9876,-82.9508,39049,FRANKLIN COUNTY,3903,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,5,KG,6,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,1,1,N,1,2,135,0,135,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,17,0,0,0,0,0,0,7,9,0,0,0,0,1,0,28,0,0,0,0,0,1,15,11,1,0,0,0,0,0,23,0,0,0,0,0,0,12,8,0,1,0,0,0,2,13,0,0,0,0,0,0,6,5,0,0,0,0,2,0,25,0,0,0,0,0,0,11,10,0,1,0,0,0,3,17,0,0,0,0,0,0,9,7,1,0,0,0,0,0,15,0,0,0,0,0,0,8,5,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,138,0,0,0,0,0,0,1,0,1,123,68,55,4,2,2,0,0,0,10,3,7,138,VIRTUALNO,NSLPCEO,83246,M
GOLDEN RULE CHARTER SCHOOL,"GOLDEN RULE SOUTHWEST 10747 BRUTON RD, DALLAS, TX",http://www.goldenruledallas.org/apps/pages/index.jsp?uREC_ID=88337&type=d&pREC_ID=178530&hideMenu=1,167,"10747 BRUTON RD, DALLAS, TX",TX57835103,0.023404626,https://web.archive.org/web/*/http://www.goldenruledallas.org/apps/pages/index.jsp?uREC_ID=88337&type=d&pREC_ID=178530&hideMenu=1,1,2013,4.80E+11,48,4800237,12372,57835,57835103,GOLDEN RULE CHARTER SCHOOL,GOLDEN RULE SOUTHWEST,2143339330,2602 W ILLINOIS AVE,DALLAS,TX,75233,0,10747 BRUTON RD,DALLAS,TX,75217,0,1,1,0,11,32.7499,-96.6414,48113,DALLAS COUNTY,4830,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,8.74,PK,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,1,M,185,20,205,121,0,0,0,0,53,58,3,5,1,1,0,0,0,0,31,0,0,0,0,17,12,2,0,0,0,0,0,0,0,33,0,0,0,0,18,14,1,0,0,0,0,0,0,0,11,0,0,0,0,3,5,1,2,0,0,0,0,0,0,12,0,0,0,0,5,7,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,208,0,0,0,0,0,0,192,96,96,14,7,7,2,1,1,0,0,0,0,0,0,208,N,M,1,M
GLOBAL LEARNING CHARTER PUBLIC  (DISTRICT),"GLOBAL LEARNING CHARTER PUBLIC SCHOOL 190 ASHLEY BLVD, NEW BEDFORD, MA",http://www.glcps.org/,168,"190 ASHLEY BLVD, NEW BEDFORD, MA",MA4960305,0.818732765,https://web.archive.org/web/*/http://www.glcps.org/,4,2013,2.50E+11,25,2500519,2629,496,4960305,GLOBAL LEARNING CHARTER PUBLIC  (DISTRICT),GLOBAL LEARNING CHARTER PUBLIC SCHOOL,5089914105,190 ASHLEY BOULEVARD,NEW BEDFORD,MA,2746,0,190 ASHLEY BLVD,NEW BEDFORD,MA,2746,0,1,1,0,22,41.66,-70.9294,25005,BRISTOL COUNTY,2509,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,40.53,5,12,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,5,1,1,M,1,2,285,61,346,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,92,0,0,0,2,21,14,6,5,17,21,0,0,1,5,92,0,0,0,0,15,17,3,7,20,28,0,0,2,0,86,2,0,0,2,7,14,4,10,22,24,0,0,1,0,87,1,0,1,0,4,9,6,4,25,29,0,0,3,5,59,1,0,0,0,11,6,4,3,16,16,0,0,0,2,31,0,0,0,0,3,6,1,2,11,8,0,0,0,0,34,0,0,0,0,4,6,0,6,6,12,0,0,0,0,20,0,0,0,0,1,2,1,1,7,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,4,4,0,5,1,4,140,66,74,63,25,38,268,124,144,0,0,0,21,8,13,501,VIRTUALNO,NSLPWOPRO,9000,M
GLASS CITY ACADEMY,"GLASS CITY ACADEMY 1000 MONROE ST, TOLEDO, OH",http://www.glasscityacademy.org/,169,"1000 MONROE ST, TOLEDO, OH",OH131,0.100777927,https://web.archive.org/web/*/http://www.glasscityacademy.org/,3,2013,3.90E+11,39,3900127,4177,131,131,GLASS CITY ACADEMY,GLASS CITY ACADEMY,4197206311,1000 MONROE ST,TOLEDO,OH,43604,5953,1000 MONROE ST,TOLEDO,OH,43604,5953,1,1,0,11,41.6516,-83.5428,39095,LUCAS COUNTY,3909,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,12,11,12,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,6,2,N,N,1,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,100,0,0,0,0,5,7,26,47,5,5,0,0,1,4,142,1,0,0,0,13,11,42,47,6,12,0,0,4,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,242,1,1,0,0,0,0,36,18,18,162,68,94,28,11,17,0,0,0,15,5,10,242,VIRTUALNO,NSLPNO,48199,M
SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,"GIRLS ATHLETIC LEADERSHIP SCHOOL 200 SOUTH UNIVERSITY BLVD, DENVER, CO",http://www.galschools.org/,170,"200 SOUTH UNIVERSITY BLVD, DENVER, CO",CO3639,0.893236679,https://web.archive.org/web/*/http://www.galschools.org/,2,2013,80336006473,8,803360,6473,880,3639,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,GIRLS ATHLETIC LEADERSHIP SCHOOL,3032826437,750 GALAPAGO STREET,DENVER,CO,80209,3270,200 SOUTH UNIVERSITY BLVD,DENVER,CO,80209,3270,1,1,0,11,39.712,-104.958,8031,DENVER COUNTY,801,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,16.71,6,8,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,6,2,N,2,1,2,94,9,103,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,59,0,0,0,0,0,26,0,4,0,27,0,0,0,2,67,0,0,0,0,0,24,0,8,0,28,0,0,0,7,75,0,0,0,5,0,28,0,9,0,28,0,0,0,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,201,0,0,0,5,0,5,78,0,78,21,0,21,83,0,83,0,0,0,14,0,14,201,VIRTUALNO,NSLPWOPRO,880,M
SMITH ACADEMY FOR EXCELLENCE,"SMITH ACADEMY FOR EXCELLENCE 725 WEST WASHINGTON BLVD, FORT WAYNE, IN",http://www.fwsafe.com/,171,"725 WEST WASHINGTON BLVD, FORT WAYNE, IN",IN242,0.368360237,https://web.archive.org/web/*/http://www.fwsafe.com/,4,2013,1.80E+11,18,1800131,2539,9760,242,SMITH ACADEMY FOR EXCELLENCE,SMITH ACADEMY FOR EXCELLENCE,2605796939,6806 EMBERS CT,FORT WAYNE,IN,46815,0,725 WEST WASHINGTON BLVD,FORT WAYNE,IN,46802,0,1,1,0,11,41.0754,-85.1488,18003,ALLEN COUNTY,1803,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,5.36,3,10,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,4,3,1,1,2,1,2,65,7,72,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,1,0,4,0,1,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,2,0,19,0,0,0,0,0,0,15,0,1,0,0,0,3,0,24,0,0,0,0,2,0,18,0,3,0,0,0,1,0,11,0,0,0,0,3,0,6,0,1,0,0,0,1,0,14,0,0,0,0,1,0,11,0,1,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,85,0,0,0,0,0,0,7,7,0,59,59,0,8,8,0,0,0,0,11,11,0,85,VIRTUALNO,M,M,M
HILLSBOROUGH,"FOCUS ACADEMY 304 DRUID HILLS RD, TEMPLE TERRACE, FL",http://www.focusacademytampa.org/,172,"304 DRUID HILLS RD, TEMPLE TERRACE, FL",FL7672,0.906898434,https://web.archive.org/web/*/http://www.focusacademytampa.org/,3,2013,1.20E+11,12,1200870,8244,29,7672,HILLSBOROUGH,FOCUS ACADEMY,8139221919,304 DRUID HILLS RD,TEMPLE TERRACE,FL,33617,4127,304 DRUID HILLS RD,TEMPLE TERRACE,FL,33617,4127,2,3,0,21,28.0444,-82.3889,12057,HILLSBOROUGH COUNTY,1215,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,3,9,12,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,6,2,N,2,1,2,8,4,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,17,0,0,0,0,1,4,0,1,7,3,0,0,1,0,5,0,0,0,1,0,0,1,0,1,2,0,0,0,0,5,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,28,0,0,0,1,0,1,5,1,4,5,4,1,16,11,5,0,0,0,1,1,0,28,VIRTUALNO,NSLPWOPRO,1200870,M
FLAGSTAFF JUNIOR ACADEMY,"FLAGSTAFF JUNIOR ACADEMY 306 WEST CEDAR AVE, FLAGSTAFF, AZ",http://www.fjacademy.com/,173,"306 WEST CEDAR AVE, FLAGSTAFF, AZ",AZ4851,0.328310521,https://web.archive.org/web/*/http://www.fjacademy.com/,1,2013,40009801180,4,400098,1180,4207,4851,FLAGSTAFF JUNIOR ACADEMY,FLAGSTAFF JUNIOR ACADEMY,9287746007,306 W. CEDAR AVENUE,FLAGSTAFF,AZ,86001,0,306 WEST CEDAR AVE,FLAGSTAFF,AZ,86001,0,1,1,0,13,35.2127,-111.6454,4005,COCONINO COUNTY,401,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,-1,KG,8,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,6,2,N,2,1,2,40,30,70,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,13,1,0,0,0,2,0,1,0,5,3,1,0,0,0,29,3,2,0,0,0,1,0,1,12,10,0,0,0,0,29,0,1,0,1,1,0,0,0,16,10,0,0,0,0,31,3,0,0,0,2,3,0,0,15,8,0,0,0,0,35,0,1,0,0,0,3,1,0,16,13,1,0,0,0,23,1,0,0,1,1,2,1,2,8,5,0,0,1,1,45,2,3,0,0,7,2,0,0,14,16,0,0,1,0,42,3,1,2,0,3,3,1,3,12,14,0,0,0,0,31,1,2,1,0,2,1,0,0,12,10,0,0,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,278,24,14,10,5,3,2,33,18,15,10,4,6,199,110,89,2,2,0,5,4,1,278,VIRTUALNO,NSLPNO,10500,M
HOPE OF DETROIT ACADEMY,"HOPE OF DETROIT ACADEMY CONSORTIUM HIGH SCHOOL 4366 MILITARY ST, DETROIT, MI",http://www.ferris.edu/charterschools,174,"4366 MILITARY ST, DETROIT, MI",MI9155,0.326796034,https://web.archive.org/web/*/http://www.ferris.edu/charterschools,3,2013,2.60E+11,26,2600243,1487,82957,9155,HOPE OF DETROIT ACADEMY,HOPE OF DETROIT ACADEMY CONSORTIUM HIGH SCHOOL,3139642339,4366 MILITARY ST,DETROIT,MI,48210,2452,4366 MILITARY ST,DETROIT,MI,48210,2452,1,1,0,11,42.3329,-83.1197,26163,WAYNE COUNTY,2613,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,1.85,9,12,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,5,1,1,2,1,2,15,0,15,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,3,9,4,4,0,0,0,1,0,0,6,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,14,4,10,15,9,6,0,0,0,1,0,1,0,0,0,30,VIRTUALNO,NSLPWOPRO,2260,M
FALLBROOK COLLEGE PREPARATORY ACADEMY,"FALLBROOK COLLEGE PREPARATORY ACADEMY 12512 WALTERS RD, HOUSTON, TX",http://www.fallbrookcpa.org/,175,"12512 WALTERS RD, HOUSTON, TX",TX101867001,0.58703453,https://web.archive.org/web/*/http://www.fallbrookcpa.org/,1,2013,4.80E+11,48,4801426,12676,101867,101867001,FALLBROOK COLLEGE PREPARATORY ACADEMY,FALLBROOK COLLEGE PREPARATORY ACADEMY,2818801360,12512 WALTERS RD,HOUSTON,TX,77014,0,12512 WALTERS RD,HOUSTON,TX,77014,0,1,1,0,21,29.9729,-95.467,48201,HARRIS COUNTY,4818,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,38.44,KG,8,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,1,1,2,1,M,279,89,368,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,97,0,1,0,0,3,0,40,52,0,0,0,0,1,0,97,0,0,0,0,0,1,51,42,0,1,0,0,1,1,86,0,1,0,0,3,5,39,36,0,1,0,0,0,1,67,0,0,0,0,2,0,34,30,0,1,0,0,0,0,85,1,0,1,1,2,1,38,40,0,0,0,0,0,1,60,0,0,0,0,1,2,27,27,0,1,0,0,2,0,78,0,0,1,0,1,3,31,42,0,0,0,0,0,0,43,0,0,0,0,0,1,18,22,0,1,0,0,1,0,29,0,0,1,0,1,1,19,7,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,642,3,1,2,4,3,1,27,13,14,595,297,298,5,0,5,0,0,0,8,5,3,642,N,M,1,M
